INDEX,Command,DistToRfvThreshold
516,516,0.7653668647301797
517,517,0.7653668647301797
518,518,0.7653668647301797
520,520,1.353764423522831
521,521,1.261473927298407
522,522,1.2476838671144341
523,523,1.1735502903499042
524,524,0.753169118949374
526,526,0.8760213124074394
527,527,1.1668334198454309
